frame_count,t_in_us,t_due_us,t_pub_us,published
1469,36946276829,36946326829,36946327205,1
1470,36946293482,36946343482,36946343834,1
1471,36946310140,36946360140,36946360280,1
1472,36946326814,36946376814,36946377180,1
1473,36946344094,36946394094,36946394368,1
1474,36946359941,36946409941,36946410229,1
1475,36946377438,36946427438,36946427761,1
1476,36946393299,36946443299,36946443538,1
1477,36946410488,36946460488,36946460628,1
1478,36946426613,36946476613,36946476811,1
1479,36946443797,36946493797,36946493954,1
1480,36946460150,36946510150,36946510274,1
1481,36946477069,36946527069,36946527192,1
1482,36946493461,36946543461,36946543792,1
1483,36946509994,36946559994,36946560127,1
1484,36946526827,36946576827,36946576959,1
1485,36946544050,36946594050,36946594244,1
1486,36946559857,36946609857,36946610166,1
1487,36946576389,36946626389,36946626529,1
1488,36946593228,36946643228,36946643637,1
1489,36946610422,36946660422,36946660550,1
1490,36946626784,36946676784,36946676953,1
1491,36946643895,36946693895,36946694116,1
1492,36946660258,36946710258,36946710403,1
1493,36946676615,36946726615,36946727038,1
1494,36946693256,36946743256,36946743581,1
1495,36946709929,36946759929,36946760082,1
1496,36946727296,36946777296,36946777497,1
1497,36946743841,36946793841,36946794104,1
1498,36946759906,36946809906,36946810017,1
1499,36946776594,36946826594,36946826688,1
1500,36946793263,36946843263,36946843360,1
1501,36946809861,36946859861,36946860210,1
1502,36946826523,36946876523,36946876797,1
1503,36946843198,36946893198,36946893324,1
1504,36946860468,36946910468,36946910710,1
1505,36946877053,36946927053,36946927353,1
1506,36946893109,36946943109,36946943225,1
1507,36946909853,36946959853,36946959971,1
1508,36946926538,36946976538,36946976674,1
1509,36946943480,36946993480,36946993757,1
1510,36946959791,36947009791,36947010168,1
1511,36946976480,36947026480,36947026730,1
1512,36946993427,36947043427,36947043561,1
1513,36947010423,36947060423,36947060678,1
1514,36947026985,36947076985,36947077232,1
1515,36947043037,36947093037,36947093157,1
1516,36947059824,36947109824,36947110220,1
1517,36947076433,36947126433,36947126671,1
1518,36947093411,36947143411,36947143525,1
1519,36947110477,36947160477,36947160697,1
1520,36947126925,36947176925,36947177149,1
1521,36947143226,36947193226,36947193314,1
1522,36947159781,36947209781,36947209884,1
1523,36947176450,36947226450,36947226590,1
1524,36947193153,36947243153,36947243253,1
1525,36947210137,36947260137,36947260341,1
1526,36947226447,36947276447,36947276573,1
1527,36947243094,36947293094,36947293212,1
1528,36947259756,36947309756,36947309862,1
1529,36947276825,36947326825,36947326998,1
1530,36947293465,36947343465,36947343564,1
1531,36947310114,36947360114,36947360226,1
1532,36947326432,36947376432,36947376554,1
1533,36947343254,36947393254,36947393363,1
1534,36947359820,36947409820,36947409934,1
1535,36947376808,36947426808,36947427028,1
1536,36947393107,36947443107,36947443213,1
1537,36947410187,36947460187,36947460316,1
1538,36947426495,36947476495,36947476736,1
1539,36947443039,36947493039,36947493209,1
1540,36947459972,36947509972,36947510071,1
1541,36947476989,36947526989,36947527173,1
1542,36947493037,36947543037,36947543148,1
1543,36947509713,36947559713,36947559854,1
1544,36947526576,36947576576,36947576708,1
1545,36947543400,36947593400,36947593702,1
1546,36947559696,36947609696,36947609805,1
1547,36947576961,36947626961,36947627226,1
1548,36947593957,36947643957,36947644154,1
1549,36947610060,36947660060,36947660214,1
1550,36947626368,36947676368,36947676494,1
1551,36947643235,36947693235,36947693376,1
1552,36947659907,36947709907,36947710259,1
1553,36947676749,36947726749,36947726907,1
1554,36947693058,36947743058,36947743170,1
1555,36947710518,36947760518,36947760755,1
1556,36947726603,36947776603,36947776748,1
1557,36947743425,36947793425,36947793552,1
1558,36947759737,36947809737,36947809861,1
1559,36947776509,36947826509,36947826911,1
1560,36947793253,36947843253,36947843400,1
1561,36947810115,36947860115,36947860237,1
1562,36947827172,36947877172,36947877358,1
1563,36947843224,36947893224,36947893335,1
1564,36947859911,36947909911,36947910055,1
1565,36947876497,36947926497,36947926621,1
1566,36947893112,36947943112,36947943256,1
1567,36947909854,36947959854,36947959996,1
1568,36947926876,36947976876,36947977004,1
1569,36947943509,36947993509,36947993705,1
1570,36947959815,36948009815,36948009921,1
1571,36947976507,36948026507,36948026622,1
1572,36947993259,36948043259,36948043376,1
1573,36948009712,36948059712,36948060267,1
1574,36948026428,36948076428,36948076860,1
1575,36948043126,36948093126,36948093242,1
1576,36948060522,36948110522,36948110790,1
1577,36948077115,36948127115,36948127337,1
1578,36948093495,36948143495,36948143599,1
1579,36948110044,36948160044,36948160254,1
1580,36948126556,36948176556,36948176739,1
1581,36948143348,36948193348,36948193679,1
1582,36948160511,36948210511,36948210612,1
1583,36948176999,36948226999,36948227300,1
1584,36948193938,36948243938,36948244128,1
1585,36948210015,36948260015,36948260120,1
1586,36948226381,36948276381,36948276493,1
1587,36948243078,36948293078,36948293189,1
1588,36948259885,36948309885,36948310181,1
